G2_S1_001_cp_masks.png,60529.41
G2_S1_001_cp_masks.png,58532.32
G2_S1_001_cp_masks.png,42554.4
G2_S1_001_cp_masks.png,26142.44
G2_S1_001_cp_masks.png,22410.35
G2_S1_001_cp_masks.png,16733.35
G2_S1_001_cp_masks.png,15835.6
G2_S1_002_cp_masks.png,116604.5
G2_S1_002_cp_masks.png,92580.11
G2_S1_002_cp_masks.png,85538.11
G2_S1_002_cp_masks.png,55671.88
G2_S1_002_cp_masks.png,51266.18
G2_S1_002_cp_masks.png,46165.53
G2_S1_002_cp_masks.png,42527.13
G2_S1_002_cp_masks.png,42248.44
G2_S1_002_cp_masks.png,42029.04
G2_S1_002_cp_masks.png,41890.29
G2_S1_002_cp_masks.png,40786.2
G2_S1_002_cp_masks.png,38592.24
G2_S1_002_cp_masks.png,36136.2
G2_S1_002_cp_masks.png,35399.74
G2_S1_002_cp_masks.png,32694.66
G2_S1_002_cp_masks.png,27901.16
G2_S1_002_cp_masks.png,26093.82
G2_S1_002_cp_masks.png,25220.98
G2_S1_002_cp_masks.png,22305.99
G2_S1_002_cp_masks.png,22011.88
G2_S1_002_cp_masks.png,19029.29
G2_S1_002_cp_masks.png,18475.46
G2_S1_002_cp_masks.png,16696.58
G2_S1_005_cp_masks.png,191970.96
G2_S1_005_cp_masks.png,167902.7
G2_S1_005_cp_masks.png,154575.31
G2_S1_005_cp_masks.png,142611.74
G2_S1_005_cp_masks.png,140797.28
G2_S1_005_cp_masks.png,131669.25
G2_S1_005_cp_masks.png,129609.31
G2_S1_005_cp_masks.png,127956.13
G2_S1_005_cp_masks.png,114679.75
G2_S1_005_cp_masks.png,109150.98
G2_S1_005_cp_masks.png,100451.07
G2_S1_005_cp_masks.png,96665.61
G2_S1_005_cp_masks.png,95076.47
G2_S1_005_cp_masks.png,91676.44
G2_S1_005_cp_masks.png,81763.32
G2_S1_005_cp_masks.png,81591.36
G2_S1_005_cp_masks.png,81373.16
G2_S1_005_cp_masks.png,79099.74
G2_S1_005_cp_masks.png,78500.85
G2_S1_005_cp_masks.png,75532.49
G2_S1_005_cp_masks.png,74947.84
G2_S1_005_cp_masks.png,65777.11
G2_S1_005_cp_masks.png,65439.12
G2_S1_005_cp_masks.png,61928.79
G2_S1_005_cp_masks.png,60231.74
G2_S1_005_cp_masks.png,54369.73
G2_S1_005_cp_masks.png,50707.61
G2_S1_005_cp_masks.png,46910.29
G2_S1_005_cp_masks.png,34301.58
G2_S1_005_cp_masks.png,34113.02
G2_S1_005_cp_masks.png,32714.82
G2_S1_005_cp_masks.png,30920.52
G2_S1_005_cp_masks.png,26099.75
